user_id,registration_date,platform,country,user_type,age,month
75,2024-01-04 02:00:00,Android,IN,premium,38,1
76,2024-01-04 03:00:00,Android,UK,free,19,1
77,2024-01-04 04:00:00,Android,DE,free,18,1
78,2024-01-04 05:00:00,iOS,US,free,22,1
79,2024-01-04 06:00:00,iOS,UK,free,29,1
80,2024-01-04 07:00:00,iOS,UK,premium,57,1
81,2024-01-04 08:00:00,Android,US,free,37,1
82,2024-01-04 09:00:00,Android,US,free,18,1
84,2024-01-04 11:00:00,iOS,US,free,31,1
85,2024-01-04 12:00:00,iOS,US,free,34,1
86,2024-01-04 13:00:00,iOS,UK,free,18,1
87,2024-01-04 14:00:00,Android,BR,free,30,1
88,2024-01-04 15:00:00,Android,US,free,24,1
89,2024-01-04 16:00:00,Android,UK,premium,20,1
90,2024-01-04 17:00:00,iOS,US,free,34,1
91,2024-01-04 18:00:00,iOS,US,free,39,1
92,2024-01-04 19:00:00,Android,US,free,40,1
93,2024-01-04 20:00:00,Android,BR,free,37,1
94,2024-01-04 21:00:00,iOS,US,premium,27,1
95,2024-01-04 22:00:00,Android,US,premium,39,1
96,2024-01-04 23:00:00,iOS,UK,free,35,1
98,2024-01-05 01:00:00,iOS,US,free,25,1
99,2024-01-05 02:00:00,iOS,UK,free,27,1
100,2024-01-05 03:00:00,iOS,US,free,32,1
101,2024-01-05 04:00:00,iOS,UK,premium,56,1
102,2024-01-05 05:00:00,Android,UK,free,35,1
103,2024-01-05 06:00:00,iOS,UK,premium,25,1
104,2024-01-05 07:00:00,iOS,US,free,23,1
105,2024-01-05 08:00:00,Android,US,free,27,1
106,2024-01-05 09:00:00,iOS,US,free,53,1
107,2024-01-05 10:00:00,iOS,US,free,28,1
108,2024-01-05 11:00:00,Android,US,free,41,1
109,2024-01-05 12:00:00,iOS,BR,free,28,1
110,2024-01-05 13:00:00,iOS,IN,free,34,1
111,2024-01-05 14:00:00,iOS,IN,free,39,1
112,2024-01-05 15:00:00,iOS,BR,free,26,1
113,2024-01-05 16:00:00,Android,DE,free,25,1
114,2024-01-05 17:00:00,Android,DE,free,48,1
115,2024-01-05 18:00:00,Android,US,free,41,1
117,2024-01-05 20:00:00,Android,UK,free,39,1
118,2024-01-05 21:00:00,iOS,UK,free,36,1
119,2024-01-05 22:00:00,Android,BR,free,52,1
120,2024-01-05 23:00:00,iOS,US,premium,32,1
121,2024-01-06 00:00:00,Android,US,free,37,1
122,2024-01-06 01:00:00,Android,IN,free,18,1
123,2024-01-06 02:00:00,iOS,US,premium,23,1
124,2024-01-06 03:00:00,iOS,UK,free,19,1
125,2024-01-06 04:00:00,iOS,IN,free,44,1
126,2024-01-06 05:00:00,iOS,DE,premium,18,1
127,2024-01-06 06:00:00,Android,UK,free,27,1
128,2024-01-06 07:00:00,Android,US,premium,18,1
129,2024-01-06 08:00:00,iOS,US,free,23,1
131,2024-01-06 10:00:00,iOS,UK,premium,45,1
132,2024-01-06 11:00:00,iOS,UK,free,35,1
133,2024-01-06 12:00:00,iOS,US,free,23,1
134,2024-01-06 13:00:00,iOS,US,free,42,1
135,2024-01-06 14:00:00,Android,IN,free,32,1
136,2024-01-06 15:00:00,iOS,US,free,32,1
137,2024-01-06 16:00:00,iOS,DE,free,19,1
138,2024-01-06 17:00:00,Android,US,free,22,1
140,2024-01-06 19:00:00,Android,IN,free,32,1
141,2024-01-06 20:00:00,Android,UK,free,32,1
142,2024-01-06 21:00:00,iOS,US,free,47,1
143,2024-01-06 22:00:00,iOS,UK,premium,35,1
144,2024-01-06 23:00:00,iOS,BR,free,18,1
145,2024-01-07 00:00:00,iOS,UK,free,34,1
146,2024-01-07 01:00:00,iOS,BR,premium,18,1
147,2024-01-07 02:00:00,Android,DE,premium,22,1
149,2024-01-07 04:00:00,iOS,DE,premium,25,1
151,2024-01-07 06:00:00,Android,US,premium,34,1
152,2024-01-07 07:00:00,iOS,US,free,18,1
153,2024-01-07 08:00:00,iOS,IN,free,35,1
154,2024-01-07 09:00:00,iOS,BR,free,54,1
155,2024-01-07 10:00:00,Android,DE,premium,18,1
156,2024-01-07 11:00:00,iOS,US,free,29,1
157,2024-01-07 12:00:00,Android,US,free,18,1
158,2024-01-07 13:00:00,Android,BR,free,28,1
159,2024-01-07 14:00:00,iOS,UK,premium,38,1
160,2024-01-07 15:00:00,Android,US,premium,39,1
161,2024-01-07 16:00:00,iOS,DE,free,32,1
162,2024-01-07 17:00:00,Android,US,free,40,1
163,2024-01-07 18:00:00,Android,US,free,57,1
164,2024-01-07 19:00:00,iOS,UK,free,49,1
165,2024-01-07 20:00:00,iOS,US,premium,26,1
166,2024-01-07 21:00:00,Android,IN,free,18,1
167,2024-01-07 22:00:00,iOS,US,free,27,1
168,2024-01-07 23:00:00,iOS,US,free,22,1
169,2024-01-08 00:00:00,iOS,US,free,36,1
170,2024-01-08 01:00:00,iOS,BR,free,20,1
171,2024-01-08 02:00:00,Android,UK,free,31,1
172,2024-01-08 03:00:00,iOS,UK,free,40,1
173,2024-01-08 04:00:00,iOS,US,free,30,1
174,2024-01-08 05:00:00,iOS,US,free,22,1
175,2024-01-08 06:00:00,Android,UK,free,43,1
176,2024-01-08 07:00:00,iOS,BR,free,18,1
177,2024-01-08 08:00:00,Android,BR,premium,28,1
178,2024-01-08 09:00:00,iOS,US,free,31,1
179,2024-01-08 10:00:00,Android,UK,free,32,1
180,2024-01-08 11:00:00,iOS,IN,free,33,1
181,2024-01-08 12:00:00,iOS,US,free,38,1
182,2024-01-08 13:00:00,iOS,BR,free,31,1
183,2024-01-08 14:00:00,Android,US,free,28,1
184,2024-01-08 15:00:00,Android,IN,free,27,1
185,2024-01-08 16:00:00,iOS,BR,free,25,1
186,2024-01-08 17:00:00,Android,IN,free,39,1
188,2024-01-08 19:00:00,iOS,US,premium,40,1
189,2024-01-08 20:00:00,iOS,IN,free,32,1
190,2024-01-08 21:00:00,iOS,US,free,26,1
191,2024-01-08 22:00:00,iOS,US,free,38,1
192,2024-01-08 23:00:00,Android,DE,free,24,1
193,2024-01-09 00:00:00,Android,BR,free,38,1
194,2024-01-09 01:00:00,Android,IN,premium,34,1
195,2024-01-09 02:00:00,iOS,US,free,26,1
196,2024-01-09 03:00:00,iOS,BR,premium,37,1
197,2024-01-09 04:00:00,Android,DE,free,37,1
198,2024-01-09 05:00:00,Android,US,premium,43,1
199,2024-01-09 06:00:00,Android,US,free,41,1
200,2024-01-09 07:00:00,Android,US,free,36,1
201,2024-01-09 08:00:00,Android,US,free,20,1
202,2024-01-09 09:00:00,iOS,IN,free,56,1
204,2024-01-09 11:00:00,Android,DE,free,41,1
205,2024-01-09 12:00:00,Android,IN,free,36,1
206,2024-01-09 13:00:00,iOS,US,free,20,1
207,2024-01-09 14:00:00,iOS,BR,premium,30,1
208,2024-01-09 15:00:00,Android,UK,free,31,1
209,2024-01-09 16:00:00,iOS,BR,free,45,1
210,2024-01-09 17:00:00,iOS,US,free,24,1
211,2024-01-09 18:00:00,iOS,IN,premium,29,1
212,2024-01-09 19:00:00,Android,US,free,18,1
213,2024-01-09 20:00:00,Android,US,free,49,1
214,2024-01-09 21:00:00,iOS,BR,free,21,1
215,2024-01-09 22:00:00,Android,US,premium,35,1
216,2024-01-09 23:00:00,iOS,DE,premium,30,1
217,2024-01-10 00:00:00,iOS,UK,free,31,1
218,2024-01-10 01:00:00,Android,DE,free,40,1
219,2024-01-10 02:00:00,Android,US,free,48,1
220,2024-01-10 03:00:00,Android,US,free,34,1
221,2024-01-10 04:00:00,Android,US,free,38,1
222,2024-01-10 05:00:00,iOS,UK,free,35,1
223,2024-01-10 06:00:00,iOS,US,premium,42,1
224,2024-01-10 07:00:00,iOS,US,free,27,1
225,2024-01-10 08:00:00,iOS,US,free,42,1
226,2024-01-10 09:00:00,iOS,US,free,43,1
227,2024-01-10 10:00:00,Android,UK,free,42,1
228,2024-01-10 11:00:00,iOS,BR,premium,25,1
229,2024-01-10 12:00:00,Android,US,free,30,1
230,2024-01-10 13:00:00,Android,UK,free,34,1
231,2024-01-10 14:00:00,Android,DE,free,18,1
232,2024-01-10 15:00:00,iOS,UK,free,47,1
233,2024-01-10 16:00:00,iOS,DE,premium,31,1
234,2024-01-10 17:00:00,iOS,UK,free,34,1
235,2024-01-10 18:00:00,iOS,UK,premium,26,1
236,2024-01-10 19:00:00,Android,US,free,18,1
237,2024-01-10 20:00:00,iOS,DE,premium,25,1
238,2024-01-10 21:00:00,iOS,DE,free,34,1
239,2024-01-10 22:00:00,Android,US,premium,38,1
240,2024-01-10 23:00:00,iOS,US,free,33,1
241,2024-01-11 00:00:00,Android,IN,free,35,1
242,2024-01-11 01:00:00,Android,UK,free,28,1
243,2024-01-11 02:00:00,Android,UK,free,36,1
244,2024-01-11 03:00:00,iOS,IN,free,46,1
245,2024-01-11 04:00:00,iOS,DE,free,39,1
246,2024-01-11 05:00:00,Android,UK,premium,40,1
247,2024-01-11 06:00:00,iOS,BR,free,34,1
249,2024-01-11 08:00:00,Android,UK,premium,21,1
250,2024-01-11 09:00:00,Android,UK,free,36,1
251,2024-01-11 10:00:00,iOS,US,free,31,1
252,2024-01-11 11:00:00,iOS,IN,free,36,1
253,2024-01-11 12:00:00,Android,DE,free,48,1
254,2024-01-11 13:00:00,iOS,US,free,39,1
255,2024-01-11 14:00:00,iOS,BR,premium,44,1
256,2024-01-11 15:00:00,iOS,UK,free,32,1
257,2024-01-11 16:00:00,Android,US,free,23,1
258,2024-01-11 17:00:00,Android,UK,free,31,1
259,2024-01-11 18:00:00,iOS,UK,premium,23,1
260,2024-01-11 19:00:00,iOS,BR,free,47,1
261,2024-01-11 20:00:00,Android,US,free,39,1
263,2024-01-11 22:00:00,iOS,UK,free,44,1
264,2024-01-11 23:00:00,iOS,US,premium,18,1
265,2024-01-12 00:00:00,Android,IN,premium,37,1
266,2024-01-12 01:00:00,Android,UK,free,18,1
267,2024-01-12 02:00:00,Android,US,free,31,1
268,2024-01-12 03:00:00,Android,UK,free,28,1
269,2024-01-12 04:00:00,iOS,BR,free,38,1
270,2024-01-12 05:00:00,iOS,US,free,34,1
271,2024-01-12 06:00:00,Android,US,free,45,1
272,2024-01-12 07:00:00,Android,US,free,25,1
273,2024-01-12 08:00:00,Android,US,premium,39,1
274,2024-01-12 09:00:00,Android,BR,free,33,1
275,2024-01-12 10:00:00,iOS,UK,premium,18,1
277,2024-01-12 12:00:00,Android,US,free,30,1
278,2024-01-12 13:00:00,Android,US,premium,43,1
279,2024-01-12 14:00:00,Android,IN,free,36,1
281,2024-01-12 16:00:00,Android,IN,free,30,1
282,2024-01-12 17:00:00,iOS,UK,free,52,1
283,2024-01-12 18:00:00,iOS,US,premium,33,1
284,2024-01-12 19:00:00,iOS,BR,premium,28,1
285,2024-01-12 20:00:00,iOS,UK,free,36,1
287,2024-01-12 22:00:00,iOS,IN,free,27,1
288,2024-01-12 23:00:00,iOS,US,free,37,1
289,2024-01-13 00:00:00,iOS,US,free,28,1
291,2024-01-13 02:00:00,iOS,US,free,33,1
292,2024-01-13 03:00:00,iOS,US,free,36,1
293,2024-01-13 04:00:00,Android,US,free,24,1
294,2024-01-13 05:00:00,iOS,US,free,23,1
295,2024-01-13 06:00:00,iOS,BR,free,41,1
296,2024-01-13 07:00:00,iOS,US,premium,31,1
297,2024-01-13 08:00:00,Android,UK,premium,34,1
298,2024-01-13 09:00:00,iOS,DE,free,28,1
299,2024-01-13 10:00:00,Android,UK,free,40,1
300,2024-01-13 11:00:00,iOS,US,premium,25,1
301,2024-01-13 12:00:00,iOS,BR,premium,30,1
302,2024-01-13 13:00:00,iOS,US,premium,39,1
303,2024-01-13 14:00:00,iOS,BR,free,43,1
304,2024-01-13 15:00:00,Android,BR,premium,26,1
305,2024-01-13 16:00:00,Android,UK,free,51,1
307,2024-01-13 18:00:00,iOS,UK,premium,21,1
308,2024-01-13 19:00:00,iOS,US,free,35,1
309,2024-01-13 20:00:00,Android,BR,premium,28,1
310,2024-01-13 21:00:00,iOS,BR,free,36,1
311,2024-01-13 22:00:00,iOS,US,premium,31,1
312,2024-01-13 23:00:00,iOS,DE,free,32,1
313,2024-01-14 00:00:00,iOS,IN,premium,22,1
314,2024-01-14 01:00:00,Android,IN,free,41,1
315,2024-01-14 02:00:00,Android,UK,free,20,1
316,2024-01-14 03:00:00,Android,UK,free,20,1
317,2024-01-14 04:00:00,iOS,US,free,35,1
318,2024-01-14 05:00:00,iOS,IN,free,48,1
319,2024-01-14 06:00:00,iOS,US,free,28,1
320,2024-01-14 07:00:00,iOS,UK,free,39,1
321,2024-01-14 08:00:00,iOS,US,free,42,1
322,2024-01-14 09:00:00,Android,US,free,40,1
323,2024-01-14 10:00:00,Android,UK,premium,28,1
324,2024-01-14 11:00:00,iOS,IN,free,21,1
325,2024-01-14 12:00:00,Android,US,free,18,1
326,2024-01-14 13:00:00,Android,UK,free,29,1
328,2024-01-14 15:00:00,Android,US,free,20,1
329,2024-01-14 16:00:00,iOS,UK,free,39,1
330,2024-01-14 17:00:00,iOS,UK,premium,22,1
331,2024-01-14 18:00:00,iOS,US,free,33,1
332,2024-01-14 19:00:00,Android,US,free,39,1
333,2024-01-14 20:00:00,iOS,US,free,25,1
334,2024-01-14 21:00:00,iOS,US,free,33,1
335,2024-01-14 22:00:00,iOS,IN,free,27,1
336,2024-01-14 23:00:00,iOS,IN,premium,39,1
337,2024-01-15 00:00:00,Android,US,free,34,1
338,2024-01-15 01:00:00,Android,UK,free,32,1
339,2024-01-15 02:00:00,iOS,IN,free,47,1
340,2024-01-15 03:00:00,iOS,US,premium,38,1
341,2024-01-15 04:00:00,iOS,BR,free,25,1
342,2024-01-15 05:00:00,iOS,IN,free,31,1
343,2024-01-15 06:00:00,iOS,US,free,31,1
344,2024-01-15 07:00:00,iOS,US,free,32,1
345,2024-01-15 08:00:00,iOS,IN,premium,57,1
346,2024-01-15 09:00:00,Android,UK,free,35,1
347,2024-01-15 10:00:00,Android,US,free,18,1
348,2024-01-15 11:00:00,iOS,US,premium,26,1
350,2024-01-15 13:00:00,Android,DE,free,28,1
351,2024-01-15 14:00:00,iOS,DE,free,18,1
352,2024-01-15 15:00:00,Android,IN,free,23,1
353,2024-01-15 16:00:00,Android,US,free,18,1
354,2024-01-15 17:00:00,iOS,UK,premium,35,1
355,2024-01-15 18:00:00,iOS,UK,free,32,1
356,2024-01-15 19:00:00,Android,UK,free,35,1
357,2024-01-15 20:00:00,iOS,US,premium,30,1
358,2024-01-15 21:00:00,iOS,IN,free,18,1
359,2024-01-15 22:00:00,Android,BR,free,37,1
360,2024-01-15 23:00:00,iOS,UK,free,51,1
361,2024-01-16 00:00:00,iOS,DE,premium,36,1
362,2024-01-16 01:00:00,Android,US,premium,27,1
363,2024-01-16 02:00:00,iOS,UK,premium,18,1
364,2024-01-16 03:00:00,iOS,DE,premium,22,1
365,2024-01-16 04:00:00,Android,UK,free,36,1
366,2024-01-16 05:00:00,iOS,IN,free,42,1
367,2024-01-16 06:00:00,Android,DE,premium,34,1
368,2024-01-16 07:00:00,Android,US,free,39,1
369,2024-01-16 08:00:00,iOS,BR,free,39,1
370,2024-01-16 09:00:00,iOS,US,free,37,1
371,2024-01-16 10:00:00,iOS,US,free,25,1
372,2024-01-16 11:00:00,iOS,US,premium,33,1
373,2024-01-16 12:00:00,iOS,UK,free,23,1
374,2024-01-16 13:00:00,Android,BR,free,32,1
375,2024-01-16 14:00:00,iOS,UK,premium,35,1
376,2024-01-16 15:00:00,iOS,BR,free,48,1
377,2024-01-16 16:00:00,Android,UK,free,18,1
378,2024-01-16 17:00:00,iOS,US,free,36,1
379,2024-01-16 18:00:00,Android,BR,premium,46,1
380,2024-01-16 19:00:00,iOS,US,premium,39,1
381,2024-01-16 20:00:00,iOS,US,premium,40,1
382,2024-01-16 21:00:00,Android,UK,free,37,1
383,2024-01-16 22:00:00,Android,US,free,44,1
384,2024-01-16 23:00:00,Android,US,premium,21,1
385,2024-01-17 00:00:00,Android,DE,premium,18,1
386,2024-01-17 01:00:00,Android,UK,free,31,1
387,2024-01-17 02:00:00,iOS,UK,free,18,1
388,2024-01-17 03:00:00,iOS,IN,premium,44,1
389,2024-01-17 04:00:00,Android,UK,premium,44,1
390,2024-01-17 05:00:00,Android,BR,premium,27,1
391,2024-01-17 06:00:00,Android,US,premium,28,1
392,2024-01-17 07:00:00,iOS,UK,free,31,1
393,2024-01-17 08:00:00,iOS,BR,free,32,1
394,2024-01-17 09:00:00,Android,UK,free,33,1
395,2024-01-17 10:00:00,iOS,DE,free,37,1
396,2024-01-17 11:00:00,Android,US,free,30,1
397,2024-01-17 12:00:00,Android,US,free,41,1
398,2024-01-17 13:00:00,iOS,UK,free,36,1
399,2024-01-17 14:00:00,Android,US,free,25,1
400,2024-01-17 15:00:00,Android,BR,free,45,1
402,2024-01-17 17:00:00,Android,IN,free,31,1
403,2024-01-17 18:00:00,iOS,IN,free,41,1
404,2024-01-17 19:00:00,Android,US,free,24,1
405,2024-01-17 20:00:00,iOS,US,premium,35,1
406,2024-01-17 21:00:00,Android,BR,free,37,1
407,2024-01-17 22:00:00,iOS,IN,free,23,1
408,2024-01-17 23:00:00,iOS,UK,free,31,1
409,2024-01-18 00:00:00,Android,US,free,30,1
410,2024-01-18 01:00:00,iOS,UK,free,26,1
411,2024-01-18 02:00:00,iOS,DE,premium,55,1
412,2024-01-18 03:00:00,Android,US,premium,24,1
413,2024-01-18 04:00:00,Android,DE,free,42,1
414,2024-01-18 05:00:00,iOS,US,free,28,1
415,2024-01-18 06:00:00,Android,US,premium,21,1
416,2024-01-18 07:00:00,iOS,US,premium,33,1
417,2024-01-18 08:00:00,iOS,US,free,38,1
418,2024-01-18 09:00:00,iOS,US,free,41,1
419,2024-01-18 10:00:00,Android,UK,free,47,1
420,2024-01-18 11:00:00,Android,US,free,61,1
421,2024-01-18 12:00:00,Android,US,free,34,1
422,2024-01-18 13:00:00,Android,US,free,25,1
423,2024-01-18 14:00:00,iOS,IN,free,36,1
424,2024-01-18 15:00:00,iOS,UK,free,29,1
425,2024-01-18 16:00:00,iOS,UK,premium,41,1
426,2024-01-18 17:00:00,iOS,UK,premium,19,1
427,2024-01-18 18:00:00,iOS,IN,free,55,1
428,2024-01-18 19:00:00,Android,US,premium,40,1
429,2024-01-18 20:00:00,iOS,DE,free,18,1
430,2024-01-18 21:00:00,iOS,DE,premium,24,1
431,2024-01-18 22:00:00,iOS,DE,free,40,1
432,2024-01-18 23:00:00,Android,US,free,43,1
433,2024-01-19 00:00:00,Android,DE,free,19,1
434,2024-01-19 01:00:00,iOS,US,free,39,1
435,2024-01-19 02:00:00,iOS,UK,premium,18,1
436,2024-01-19 03:00:00,Android,DE,free,31,1
437,2024-01-19 04:00:00,iOS,US,free,43,1
438,2024-01-19 05:00:00,Android,BR,free,26,1
439,2024-01-19 06:00:00,Android,US,free,18,1
440,2024-01-19 07:00:00,iOS,BR,free,33,1
441,2024-01-19 08:00:00,iOS,UK,free,25,1
442,2024-01-19 09:00:00,Android,US,premium,38,1
443,2024-01-19 10:00:00,iOS,US,premium,23,1
444,2024-01-19 11:00:00,iOS,IN,premium,24,1
445,2024-01-19 12:00:00,Android,US,free,18,1
446,2024-01-19 13:00:00,Android,US,free,33,1
447,2024-01-19 14:00:00,Android,US,free,30,1
448,2024-01-19 15:00:00,Android,DE,free,20,1
449,2024-01-19 16:00:00,iOS,UK,free,33,1
450,2024-01-19 17:00:00,iOS,US,premium,42,1
451,2024-01-19 18:00:00,Android,US,free,29,1
452,2024-01-19 19:00:00,iOS,US,premium,34,1
453,2024-01-19 20:00:00,iOS,US,premium,34,1
454,2024-01-19 21:00:00,Android,UK,premium,19,1
455,2024-01-19 22:00:00,iOS,DE,premium,52,1
456,2024-01-19 23:00:00,iOS,US,free,27,1
457,2024-01-20 00:00:00,iOS,US,free,38,1
458,2024-01-20 01:00:00,iOS,US,free,39,1
459,2024-01-20 02:00:00,iOS,IN,free,30,1
460,2024-01-20 03:00:00,iOS,IN,free,38,1
461,2024-01-20 04:00:00,iOS,BR,free,34,1
462,2024-01-20 05:00:00,Android,US,free,18,1
463,2024-01-20 06:00:00,Android,US,premium,28,1
464,2024-01-20 07:00:00,iOS,US,premium,25,1
465,2024-01-20 08:00:00,Android,US,free,27,1
466,2024-01-20 09:00:00,iOS,UK,free,18,1
467,2024-01-20 10:00:00,iOS,BR,free,43,1
468,2024-01-20 11:00:00,Android,BR,free,48,1
469,2024-01-20 12:00:00,iOS,BR,premium,41,1
470,2024-01-20 13:00:00,Android,US,free,44,1
471,2024-01-20 14:00:00,iOS,DE,free,28,1
472,2024-01-20 15:00:00,Android,US,premium,25,1
473,2024-01-20 16:00:00,iOS,US,premium,24,1
474,2024-01-20 17:00:00,Android,DE,free,38,1
475,2024-01-20 18:00:00,iOS,US,free,34,1
476,2024-01-20 19:00:00,Android,UK,free,31,1
477,2024-01-20 20:00:00,iOS,US,free,44,1
478,2024-01-20 21:00:00,iOS,DE,free,36,1
479,2024-01-20 22:00:00,Android,BR,free,23,1
480,2024-01-20 23:00:00,iOS,US,free,25,1
482,2024-01-21 01:00:00,Android,US,free,42,1
483,2024-01-21 02:00:00,iOS,UK,premium,37,1
484,2024-01-21 03:00:00,Android,DE,free,50,1
485,2024-01-21 04:00:00,iOS,DE,free,48,1
486,2024-01-21 05:00:00,Android,IN,premium,36,1
487,2024-01-21 06:00:00,iOS,US,free,23,1
489,2024-01-21 08:00:00,Android,DE,free,28,1
490,2024-01-21 09:00:00,Android,IN,free,39,1
491,2024-01-21 10:00:00,iOS,US,free,50,1
492,2024-01-21 11:00:00,Android,BR,free,36,1
493,2024-01-21 12:00:00,iOS,UK,free,43,1
494,2024-01-21 13:00:00,iOS,US,free,29,1
495,2024-01-21 14:00:00,iOS,UK,free,38,1
496,2024-01-21 15:00:00,iOS,US,free,40,1
497,2024-01-21 16:00:00,iOS,UK,free,18,1
498,2024-01-21 17:00:00,iOS,BR,free,27,1
499,2024-01-21 18:00:00,Android,UK,free,41,1
500,2024-01-21 19:00:00,Android,DE,free,34,1
501,2024-01-21 20:00:00,Android,UK,free,20,1
502,2024-01-21 21:00:00,iOS,US,free,18,1
503,2024-01-21 22:00:00,iOS,US,free,28,1
504,2024-01-21 23:00:00,Android,UK,free,31,1
505,2024-01-22 00:00:00,Android,US,premium,23,1
506,2024-01-22 01:00:00,iOS,US,free,33,1
507,2024-01-22 02:00:00,Android,UK,free,37,1
508,2024-01-22 03:00:00,Android,US,free,38,1
509,2024-01-22 04:00:00,Android,US,free,18,1
510,2024-01-22 05:00:00,Android,UK,free,18,1
511,2024-01-22 06:00:00,Android,US,free,28,1
512,2024-01-22 07:00:00,iOS,IN,free,37,1
513,2024-01-22 08:00:00,Android,BR,free,36,1
514,2024-01-22 09:00:00,Android,DE,free,36,1
515,2024-01-22 10:00:00,iOS,US,free,28,1
516,2024-01-22 11:00:00,iOS,BR,free,28,1
517,2024-01-22 12:00:00,iOS,BR,free,24,1
518,2024-01-22 13:00:00,Android,BR,free,39,1
519,2024-01-22 14:00:00,Android,US,free,22,1
521,2024-01-22 16:00:00,iOS,BR,free,34,1
522,2024-01-22 17:00:00,iOS,UK,free,31,1
523,2024-01-22 18:00:00,Android,DE,premium,25,1
524,2024-01-22 19:00:00,Android,UK,free,18,1
525,2024-01-22 20:00:00,Android,UK,free,25,1
526,2024-01-22 21:00:00,iOS,US,premium,28,1
527,2024-01-22 22:00:00,iOS,DE,free,18,1
528,2024-01-22 23:00:00,iOS,US,free,30,1
529,2024-01-23 00:00:00,iOS,UK,premium,41,1
530,2024-01-23 01:00:00,Android,US,free,37,1
531,2024-01-23 02:00:00,Android,UK,free,27,1
532,2024-01-23 03:00:00,Android,US,premium,32,1
533,2024-01-23 04:00:00,Android,DE,premium,26,1
534,2024-01-23 05:00:00,iOS,BR,free,33,1
536,2024-01-23 07:00:00,Android,US,free,41,1
537,2024-01-23 08:00:00,Android,US,free,37,1
538,2024-01-23 09:00:00,iOS,BR,free,27,1
539,2024-01-23 10:00:00,iOS,UK,free,39,1
540,2024-01-23 11:00:00,iOS,UK,free,18,1
541,2024-01-23 12:00:00,Android,US,free,29,1
