user_id,event,date
25,onboarding_done,2024-01-02 02:00:00
25,close,2024-01-11 00:00:00
26,open,2024-01-02 02:00:00
26,onboarding_done,2024-01-02 03:00:00
26,close,2024-01-22 01:00:00
27,open,2024-01-02 03:00:00
27,onboarding_done,2024-01-02 04:00:00
27,close,2024-01-16 02:00:00
28,open,2024-01-02 04:00:00
28,onboarding_done,2024-01-02 05:00:00
28,purchase,2024-01-08 03:00:00
28,close,2024-01-22 03:00:00
29,open,2024-01-02 05:00:00
29,onboarding_done,2024-01-02 06:00:00
29,close,2024-01-30 04:00:00
30,open,2024-01-02 06:00:00
30,close,2024-01-09 05:00:00
31,open,2024-01-02 07:00:00
31,onboarding_done,2024-01-02 08:00:00
31,close,2024-01-08 06:00:00
32,open,2024-01-02 08:00:00
32,close,2024-01-11 07:00:00
33,open,2024-01-02 09:00:00
33,close,2024-01-10 08:00:00
34,open,2024-01-02 10:00:00
34,onboarding_done,2024-01-02 11:00:00
34,close,2024-01-15 09:00:00
35,open,2024-01-02 11:00:00
35,onboarding_done,2024-01-02 12:00:00
35,close,2024-01-11 10:00:00
36,open,2024-01-02 12:00:00
36,onboarding_done,2024-01-02 13:00:00
36,close,2024-01-31 11:00:00
37,open,2024-01-02 13:00:00
37,onboarding_done,2024-01-02 14:00:00
37,close,2024-01-05 12:00:00
38,open,2024-01-02 14:00:00
38,close,2024-01-21 13:00:00
39,open,2024-01-02 15:00:00
39,onboarding_done,2024-01-02 16:00:00
39,close,2024-01-09 14:00:00
40,open,2024-01-02 16:00:00
40,onboarding_done,2024-01-02 17:00:00
40,close,2024-01-20 15:00:00
42,open,2024-01-02 18:00:00
42,close,2024-01-30 17:00:00
43,open,2024-01-02 19:00:00
43,onboarding_done,2024-01-02 20:00:00
43,close,2024-01-24 18:00:00
44,open,2024-01-02 20:00:00
44,close,2024-01-03 19:00:00
45,open,2024-01-02 21:00:00
45,onboarding_done,2024-01-02 22:00:00
45,close,2024-01-30 20:00:00
46,open,2024-01-02 22:00:00
46,onboarding_done,2024-01-02 23:00:00
46,close,2024-01-30 21:00:00
47,open,2024-01-02 23:00:00
47,close,2024-01-31 22:00:00
48,open,2024-01-03 00:00:00
48,onboarding_done,2024-01-03 01:00:00
48,close,2024-01-05 23:00:00
49,open,2024-01-03 01:00:00
49,onboarding_done,2024-01-03 02:00:00
49,close,2024-01-17 00:00:00
50,open,2024-01-03 02:00:00
50,onboarding_done,2024-01-03 03:00:00
50,close,2024-01-12 01:00:00
51,open,2024-01-03 03:00:00
51,onboarding_done,2024-01-03 04:00:00
51,purchase,2024-01-10 02:00:00
51,close,2024-01-17 02:00:00
52,open,2024-01-03 04:00:00
52,onboarding_done,2024-01-03 05:00:00
52,close,2024-01-04 03:00:00
53,open,2024-01-03 05:00:00
53,onboarding_done,2024-01-03 06:00:00
53,close,2024-01-04 04:00:00
53,purchase,2024-01-16 04:00:00
54,open,2024-01-03 06:00:00
54,close,2024-01-30 05:00:00
55,open,2024-01-03 07:00:00
55,onboarding_done,2024-01-03 08:00:00
55,close,2024-01-19 06:00:00
56,open,2024-01-03 08:00:00
56,close,2024-01-19 07:00:00
58,open,2024-01-03 10:00:00
58,close,2024-01-25 09:00:00
59,open,2024-01-03 11:00:00
59,close,2024-01-22 10:00:00
60,open,2024-01-03 12:00:00
60,close,2024-01-25 11:00:00
63,open,2024-01-03 15:00:00
63,onboarding_done,2024-01-03 16:00:00
63,close,2024-01-09 14:00:00
64,open,2024-01-03 16:00:00
64,close,2024-01-25 15:00:00
66,open,2024-01-03 18:00:00
66,onboarding_done,2024-01-03 19:00:00
66,close,2024-01-25 17:00:00
67,open,2024-01-03 19:00:00
67,close,2024-01-15 18:00:00
68,open,2024-01-03 20:00:00
68,onboarding_done,2024-01-03 21:00:00
68,purchase,2024-01-13 19:00:00
68,close,2024-01-15 19:00:00
69,open,2024-01-03 21:00:00
69,close,2024-01-24 20:00:00
70,open,2024-01-03 22:00:00
70,onboarding_done,2024-01-03 23:00:00
70,close,2024-01-13 21:00:00
72,open,2024-01-04 00:00:00
72,close,2024-01-23 23:00:00
73,open,2024-01-04 01:00:00
73,onboarding_done,2024-01-04 02:00:00
73,close,2024-01-12 00:00:00
74,open,2024-01-04 02:00:00
74,onboarding_done,2024-01-04 03:00:00
74,close,2024-01-19 01:00:00
75,open,2024-01-04 03:00:00
75,onboarding_done,2024-01-04 04:00:00
75,purchase,2024-01-07 02:00:00
75,close,2024-01-27 02:00:00
76,open,2024-01-04 04:00:00
76,onboarding_done,2024-01-04 05:00:00
76,close,2024-01-07 03:00:00
77,open,2024-01-04 05:00:00
77,onboarding_done,2024-01-04 06:00:00
77,close,2024-01-13 04:00:00
78,open,2024-01-04 06:00:00
78,close,2024-01-14 05:00:00
79,open,2024-01-04 07:00:00
79,close,2024-01-22 06:00:00
80,open,2024-01-04 08:00:00
80,onboarding_done,2024-01-04 09:00:00
80,close,2024-01-19 07:00:00
81,open,2024-01-04 09:00:00
81,onboarding_done,2024-01-04 10:00:00
81,close,2024-01-26 08:00:00
82,open,2024-01-04 10:00:00
82,onboarding_done,2024-01-04 11:00:00
82,purchase,2024-01-07 09:00:00
82,close,2024-01-27 09:00:00
84,open,2024-01-04 12:00:00
84,onboarding_done,2024-01-04 13:00:00
84,close,2024-01-25 11:00:00
85,open,2024-01-04 13:00:00
85,onboarding_done,2024-01-04 14:00:00
85,purchase,2024-01-15 12:00:00
85,close,2024-01-17 12:00:00
86,open,2024-01-04 14:00:00
86,onboarding_done,2024-01-04 15:00:00
86,purchase,2024-01-10 13:00:00
86,close,2024-02-02 13:00:00
87,open,2024-01-04 15:00:00
87,onboarding_done,2024-01-04 16:00:00
87,close,2024-01-16 14:00:00
88,open,2024-01-04 16:00:00
88,close,2024-01-27 15:00:00
89,open,2024-01-04 17:00:00
89,close,2024-01-31 16:00:00
90,open,2024-01-04 18:00:00
90,close,2024-01-23 17:00:00
91,open,2024-01-04 19:00:00
91,onboarding_done,2024-01-04 20:00:00
91,close,2024-01-11 18:00:00
92,open,2024-01-04 20:00:00
92,onboarding_done,2024-01-04 21:00:00
92,close,2024-01-19 19:00:00
93,open,2024-01-04 21:00:00
93,close,2024-01-20 20:00:00
94,open,2024-01-04 22:00:00
94,onboarding_done,2024-01-04 23:00:00
94,close,2024-01-10 21:00:00
94,purchase,2024-01-12 21:00:00
95,open,2024-01-04 23:00:00
95,onboarding_done,2024-01-05 00:00:00
95,purchase,2024-01-05 22:00:00
95,close,2024-01-26 22:00:00
96,open,2024-01-05 00:00:00
96,close,2024-01-16 23:00:00
98,open,2024-01-05 02:00:00
98,onboarding_done,2024-01-05 03:00:00
98,close,2024-01-28 01:00:00
99,open,2024-01-05 03:00:00
99,onboarding_done,2024-01-05 04:00:00
99,close,2024-01-11 02:00:00
100,open,2024-01-05 04:00:00
100,onboarding_done,2024-01-05 05:00:00
100,close,2024-01-27 03:00:00
101,open,2024-01-05 05:00:00
101,close,2024-01-14 04:00:00
102,open,2024-01-05 06:00:00
102,onboarding_done,2024-01-05 07:00:00
102,close,2024-01-29 05:00:00
103,open,2024-01-05 07:00:00
103,onboarding_done,2024-01-05 08:00:00
103,purchase,2024-01-12 06:00:00
103,close,2024-01-16 06:00:00
104,open,2024-01-05 08:00:00
104,close,2024-01-07 07:00:00
105,open,2024-01-05 09:00:00
105,onboarding_done,2024-01-05 10:00:00
105,close,2024-01-08 08:00:00
106,open,2024-01-05 10:00:00
106,close,2024-01-29 09:00:00
107,open,2024-01-05 11:00:00
107,onboarding_done,2024-01-05 12:00:00
107,close,2024-01-22 10:00:00
108,open,2024-01-05 12:00:00
108,close,2024-01-09 11:00:00
109,open,2024-01-05 13:00:00
109,close,2024-01-09 12:00:00
110,open,2024-01-05 14:00:00
110,onboarding_done,2024-01-05 15:00:00
110,close,2024-01-19 13:00:00
111,open,2024-01-05 15:00:00
111,close,2024-02-01 14:00:00
112,open,2024-01-05 16:00:00
112,close,2024-01-18 15:00:00
113,open,2024-01-05 17:00:00
113,onboarding_done,2024-01-05 18:00:00
113,close,2024-01-10 16:00:00
114,open,2024-01-05 18:00:00
114,onboarding_done,2024-01-05 19:00:00
114,close,2024-01-25 17:00:00
115,open,2024-01-05 19:00:00
115,close,2024-01-31 18:00:00
117,open,2024-01-05 21:00:00
117,close,2024-01-15 20:00:00
118,open,2024-01-05 22:00:00
118,onboarding_done,2024-01-05 23:00:00
118,close,2024-01-12 21:00:00
118,purchase,2024-01-18 21:00:00
119,open,2024-01-05 23:00:00
119,close,2024-01-31 22:00:00
120,open,2024-01-06 00:00:00
120,onboarding_done,2024-01-06 01:00:00
120,close,2024-01-15 23:00:00
121,open,2024-01-06 01:00:00
121,close,2024-01-22 00:00:00
122,open,2024-01-06 02:00:00
122,close,2024-01-12 01:00:00
123,open,2024-01-06 03:00:00
123,onboarding_done,2024-01-06 04:00:00
123,close,2024-01-16 02:00:00
124,open,2024-01-06 04:00:00
124,onboarding_done,2024-01-06 05:00:00
124,close,2024-02-03 03:00:00
125,open,2024-01-06 05:00:00
125,onboarding_done,2024-01-06 06:00:00
125,close,2024-01-24 04:00:00
126,open,2024-01-06 06:00:00
126,onboarding_done,2024-01-06 07:00:00
126,close,2024-01-17 05:00:00
126,purchase,2024-01-19 05:00:00
127,open,2024-01-06 07:00:00
127,onboarding_done,2024-01-06 08:00:00
127,close,2024-01-07 06:00:00
128,open,2024-01-06 08:00:00
128,onboarding_done,2024-01-06 09:00:00
128,close,2024-01-14 07:00:00
129,open,2024-01-06 09:00:00
129,close,2024-01-25 08:00:00
131,open,2024-01-06 11:00:00
131,close,2024-02-03 10:00:00
132,open,2024-01-06 12:00:00
132,onboarding_done,2024-01-06 13:00:00
132,close,2024-01-30 11:00:00
133,open,2024-01-06 13:00:00
133,onboarding_done,2024-01-06 14:00:00
133,close,2024-01-11 12:00:00
133,purchase,2024-01-14 12:00:00
134,open,2024-01-06 14:00:00
134,onboarding_done,2024-01-06 15:00:00
134,close,2024-01-28 13:00:00
135,open,2024-01-06 15:00:00
135,close,2024-01-08 14:00:00
136,open,2024-01-06 16:00:00
136,onboarding_done,2024-01-06 17:00:00
136,close,2024-01-23 15:00:00
137,open,2024-01-06 17:00:00
137,close,2024-01-17 16:00:00
138,open,2024-01-06 18:00:00
138,onboarding_done,2024-01-06 19:00:00
138,close,2024-01-10 17:00:00
140,open,2024-01-06 20:00:00
140,onboarding_done,2024-01-06 21:00:00
140,close,2024-01-30 19:00:00
141,open,2024-01-06 21:00:00
141,onboarding_done,2024-01-06 22:00:00
141,close,2024-01-17 20:00:00
142,open,2024-01-06 22:00:00
142,close,2024-02-04 21:00:00
143,open,2024-01-06 23:00:00
143,onboarding_done,2024-01-07 00:00:00
143,close,2024-01-13 22:00:00
144,open,2024-01-07 00:00:00
144,onboarding_done,2024-01-07 01:00:00
144,close,2024-01-18 23:00:00
145,open,2024-01-07 01:00:00
145,onboarding_done,2024-01-07 02:00:00
145,close,2024-01-18 00:00:00
146,open,2024-01-07 02:00:00
146,onboarding_done,2024-01-07 03:00:00
146,purchase,2024-01-18 01:00:00
146,close,2024-01-18 01:00:00
147,open,2024-01-07 03:00:00
147,close,2024-01-31 02:00:00
149,open,2024-01-07 05:00:00
149,close,2024-01-16 04:00:00
151,open,2024-01-07 07:00:00
151,close,2024-01-20 06:00:00
152,open,2024-01-07 08:00:00
152,close,2024-01-29 07:00:00
153,open,2024-01-07 09:00:00
153,onboarding_done,2024-01-07 10:00:00
153,close,2024-02-01 08:00:00
154,open,2024-01-07 10:00:00
154,onboarding_done,2024-01-07 11:00:00
154,close,2024-01-26 09:00:00
155,open,2024-01-07 11:00:00
155,onboarding_done,2024-01-07 12:00:00
155,close,2024-01-24 10:00:00
156,open,2024-01-07 12:00:00
156,onboarding_done,2024-01-07 13:00:00
156,close,2024-01-28 11:00:00
157,open,2024-01-07 13:00:00
157,onboarding_done,2024-01-07 14:00:00
157,close,2024-01-09 12:00:00
158,open,2024-01-07 14:00:00
158,close,2024-01-16 13:00:00
159,open,2024-01-07 15:00:00
159,onboarding_done,2024-01-07 16:00:00
159,close,2024-01-11 14:00:00
160,open,2024-01-07 16:00:00
160,onboarding_done,2024-01-07 17:00:00
160,close,2024-01-09 15:00:00
160,purchase,2024-01-11 15:00:00
161,open,2024-01-07 17:00:00
161,onboarding_done,2024-01-07 18:00:00
161,close,2024-02-03 16:00:00
162,open,2024-01-07 18:00:00
162,onboarding_done,2024-01-07 19:00:00
162,close,2024-01-08 17:00:00
163,open,2024-01-07 19:00:00
163,onboarding_done,2024-01-07 20:00:00
163,close,2024-01-31 18:00:00
164,open,2024-01-07 20:00:00
164,onboarding_done,2024-01-07 21:00:00
164,close,2024-01-18 19:00:00
165,open,2024-01-07 21:00:00
165,onboarding_done,2024-01-07 22:00:00
165,purchase,2024-01-16 20:00:00
165,close,2024-01-27 20:00:00
166,open,2024-01-07 22:00:00
166,onboarding_done,2024-01-07 23:00:00
166,close,2024-01-26 21:00:00
167,open,2024-01-07 23:00:00
167,onboarding_done,2024-01-08 00:00:00
167,close,2024-02-04 22:00:00
168,open,2024-01-08 00:00:00
168,onboarding_done,2024-01-08 01:00:00
168,close,2024-01-27 23:00:00
169,open,2024-01-08 01:00:00
169,onboarding_done,2024-01-08 02:00:00
169,close,2024-01-30 00:00:00
170,open,2024-01-08 02:00:00
170,close,2024-02-04 01:00:00
171,open,2024-01-08 03:00:00
171,onboarding_done,2024-01-08 04:00:00
171,close,2024-01-22 02:00:00
172,open,2024-01-08 04:00:00
172,close,2024-02-01 03:00:00
173,open,2024-01-08 05:00:00
173,onboarding_done,2024-01-08 06:00:00
173,close,2024-01-15 04:00:00
174,open,2024-01-08 06:00:00
174,onboarding_done,2024-01-08 07:00:00
174,close,2024-02-03 05:00:00
175,open,2024-01-08 07:00:00
175,onboarding_done,2024-01-08 08:00:00
175,close,2024-01-14 06:00:00
176,open,2024-01-08 08:00:00
176,onboarding_done,2024-01-08 09:00:00
176,close,2024-01-09 07:00:00
177,open,2024-01-08 09:00:00
177,onboarding_done,2024-01-08 10:00:00
177,close,2024-01-15 08:00:00
177,purchase,2024-01-22 08:00:00
178,open,2024-01-08 10:00:00
178,onboarding_done,2024-01-08 11:00:00
178,close,2024-02-03 09:00:00
179,open,2024-01-08 11:00:00
179,onboarding_done,2024-01-08 12:00:00
179,close,2024-01-11 10:00:00
180,open,2024-01-08 12:00:00
180,onboarding_done,2024-01-08 13:00:00
180,close,2024-01-28 11:00:00
181,open,2024-01-08 13:00:00
181,onboarding_done,2024-01-08 14:00:00
181,close,2024-01-11 12:00:00
182,open,2024-01-08 14:00:00
182,onboarding_done,2024-01-08 15:00:00
182,purchase,2024-01-11 13:00:00
182,close,2024-01-26 13:00:00
183,open,2024-01-08 15:00:00
183,onboarding_done,2024-01-08 16:00:00
183,close,2024-02-04 14:00:00
184,open,2024-01-08 16:00:00
184,onboarding_done,2024-01-08 17:00:00
184,close,2024-02-06 15:00:00
185,open,2024-01-08 17:00:00
185,onboarding_done,2024-01-08 18:00:00
185,close,2024-01-21 16:00:00
186,open,2024-01-08 18:00:00
186,close,2024-01-23 17:00:00
188,open,2024-01-08 20:00:00
188,close,2024-02-06 19:00:00
189,open,2024-01-08 21:00:00
189,onboarding_done,2024-01-08 22:00:00
189,purchase,2024-01-16 20:00:00
189,close,2024-01-21 20:00:00
190,open,2024-01-08 22:00:00
190,close,2024-01-17 21:00:00
191,open,2024-01-08 23:00:00
191,onboarding_done,2024-01-09 00:00:00
191,close,2024-02-04 22:00:00
192,open,2024-01-09 00:00:00
192,onboarding_done,2024-01-09 01:00:00
192,close,2024-01-12 23:00:00
193,open,2024-01-09 01:00:00
193,onboarding_done,2024-01-09 02:00:00
193,close,2024-02-07 00:00:00
194,open,2024-01-09 02:00:00
194,onboarding_done,2024-01-09 03:00:00
194,purchase,2024-01-15 01:00:00
194,close,2024-01-24 01:00:00
195,open,2024-01-09 03:00:00
195,onboarding_done,2024-01-09 04:00:00
195,close,2024-01-23 02:00:00
196,open,2024-01-09 04:00:00
196,onboarding_done,2024-01-09 05:00:00
196,close,2024-01-27 03:00:00
197,open,2024-01-09 05:00:00
197,onboarding_done,2024-01-09 06:00:00
197,close,2024-02-06 04:00:00
198,open,2024-01-09 06:00:00
198,close,2024-01-30 05:00:00
199,open,2024-01-09 07:00:00
199,onboarding_done,2024-01-09 08:00:00
199,close,2024-01-11 06:00:00
199,purchase,2024-01-13 06:00:00
200,open,2024-01-09 08:00:00
200,onboarding_done,2024-01-09 09:00:00
200,close,2024-01-31 07:00:00
201,open,2024-01-09 09:00:00
201,onboarding_done,2024-01-09 10:00:00
201,close,2024-01-27 08:00:00
202,open,2024-01-09 10:00:00
202,onboarding_done,2024-01-09 11:00:00
202,close,2024-01-15 09:00:00
204,open,2024-01-09 12:00:00
204,onboarding_done,2024-01-09 13:00:00
204,purchase,2024-01-10 11:00:00
204,close,2024-01-24 11:00:00
205,open,2024-01-09 13:00:00
205,onboarding_done,2024-01-09 14:00:00
205,close,2024-01-31 12:00:00
206,open,2024-01-09 14:00:00
206,close,2024-02-07 13:00:00
207,open,2024-01-09 15:00:00
207,close,2024-02-02 14:00:00
208,open,2024-01-09 16:00:00
208,onboarding_done,2024-01-09 17:00:00
208,close,2024-02-07 15:00:00
209,open,2024-01-09 17:00:00
209,onboarding_done,2024-01-09 18:00:00
209,close,2024-01-30 16:00:00
210,open,2024-01-09 18:00:00
210,onboarding_done,2024-01-09 19:00:00
210,purchase,2024-01-20 17:00:00
210,close,2024-01-21 17:00:00
211,open,2024-01-09 19:00:00
211,onboarding_done,2024-01-09 20:00:00
211,close,2024-01-24 18:00:00
212,open,2024-01-09 20:00:00
212,onboarding_done,2024-01-09 21:00:00
212,close,2024-01-28 19:00:00
213,open,2024-01-09 21:00:00
213,close,2024-01-20 20:00:00
214,open,2024-01-09 22:00:00
214,onboarding_done,2024-01-09 23:00:00
214,purchase,2024-01-16 21:00:00
214,close,2024-01-21 21:00:00
215,open,2024-01-09 23:00:00
215,close,2024-01-30 22:00:00
216,open,2024-01-10 00:00:00
216,onboarding_done,2024-01-10 01:00:00
216,purchase,2024-01-16 23:00:00
216,close,2024-01-30 23:00:00
217,open,2024-01-10 01:00:00
217,onboarding_done,2024-01-10 02:00:00
217,close,2024-02-07 00:00:00
218,open,2024-01-10 02:00:00
218,onboarding_done,2024-01-10 03:00:00
218,close,2024-01-25 01:00:00
219,open,2024-01-10 03:00:00
219,onboarding_done,2024-01-10 04:00:00
219,close,2024-01-12 02:00:00
219,purchase,2024-01-22 02:00:00
220,open,2024-01-10 04:00:00
220,close,2024-02-08 03:00:00
221,open,2024-01-10 05:00:00
221,onboarding_done,2024-01-10 06:00:00
221,close,2024-01-11 04:00:00
222,open,2024-01-10 06:00:00
222,close,2024-01-21 05:00:00
223,open,2024-01-10 07:00:00
223,onboarding_done,2024-01-10 08:00:00
223,purchase,2024-01-22 06:00:00
223,close,2024-01-31 06:00:00
224,open,2024-01-10 08:00:00
224,onboarding_done,2024-01-10 09:00:00
224,close,2024-02-06 07:00:00
225,open,2024-01-10 09:00:00
225,close,2024-01-29 08:00:00
226,open,2024-01-10 10:00:00
226,onboarding_done,2024-01-10 11:00:00
226,close,2024-02-06 09:00:00
227,open,2024-01-10 11:00:00
227,onboarding_done,2024-01-10 12:00:00
227,purchase,2024-01-18 10:00:00
227,close,2024-02-07 10:00:00
228,open,2024-01-10 12:00:00
228,onboarding_done,2024-01-10 13:00:00
228,close,2024-01-29 11:00:00
229,open,2024-01-10 13:00:00
229,onboarding_done,2024-01-10 14:00:00
229,purchase,2024-01-23 12:00:00
229,close,2024-02-02 12:00:00
230,open,2024-01-10 14:00:00
230,onboarding_done,2024-01-10 15:00:00
230,close,2024-01-22 13:00:00
231,open,2024-01-10 15:00:00
231,onboarding_done,2024-01-10 16:00:00
231,close,2024-01-13 14:00:00
232,open,2024-01-10 16:00:00
232,onboarding_done,2024-01-10 17:00:00
232,close,2024-01-14 15:00:00
233,open,2024-01-10 17:00:00
233,close,2024-01-16 16:00:00
234,open,2024-01-10 18:00:00
234,onboarding_done,2024-01-10 19:00:00
234,close,2024-01-25 17:00:00
235,open,2024-01-10 19:00:00
235,onboarding_done,2024-01-10 20:00:00
235,purchase,2024-01-23 18:00:00
235,close,2024-01-29 18:00:00
236,open,2024-01-10 20:00:00
236,close,2024-01-17 19:00:00
237,open,2024-01-10 21:00:00
237,onboarding_done,2024-01-10 22:00:00
237,close,2024-02-01 20:00:00
238,open,2024-01-10 22:00:00
238,onboarding_done,2024-01-10 23:00:00
238,close,2024-02-06 21:00:00
239,open,2024-01-10 23:00:00
239,onboarding_done,2024-01-11 00:00:00
239,close,2024-02-08 22:00:00
240,open,2024-01-11 00:00:00
240,onboarding_done,2024-01-11 01:00:00
240,close,2024-01-13 23:00:00
241,open,2024-01-11 01:00:00
241,onboarding_done,2024-01-11 02:00:00
241,close,2024-01-31 00:00:00
242,open,2024-01-11 02:00:00
242,onboarding_done,2024-01-11 03:00:00
242,purchase,2024-01-24 01:00:00
242,close,2024-02-07 01:00:00
243,open,2024-01-11 03:00:00
243,close,2024-02-07 02:00:00
244,open,2024-01-11 04:00:00
244,onboarding_done,2024-01-11 05:00:00
244,close,2024-01-29 03:00:00
245,open,2024-01-11 05:00:00
245,onboarding_done,2024-01-11 06:00:00
245,close,2024-01-19 04:00:00
246,open,2024-01-11 06:00:00
246,onboarding_done,2024-01-11 07:00:00
246,close,2024-02-07 05:00:00
247,open,2024-01-11 07:00:00
247,onboarding_done,2024-01-11 08:00:00
247,close,2024-02-09 06:00:00
249,open,2024-01-11 09:00:00
249,onboarding_done,2024-01-11 10:00:00
249,close,2024-02-09 08:00:00
250,open,2024-01-11 10:00:00
250,onboarding_done,2024-01-11 11:00:00
250,close,2024-01-22 09:00:00
251,open,2024-01-11 11:00:00
251,onboarding_done,2024-01-11 12:00:00
251,close,2024-02-07 10:00:00
252,open,2024-01-11 12:00:00
252,close,2024-01-24 11:00:00
253,open,2024-01-11 13:00:00
253,close,2024-01-19 12:00:00
254,open,2024-01-11 14:00:00
254,onboarding_done,2024-01-11 15:00:00
254,close,2024-01-14 13:00:00
255,open,2024-01-11 15:00:00
255,onboarding_done,2024-01-11 16:00:00
255,close,2024-01-30 14:00:00
256,open,2024-01-11 16:00:00
256,close,2024-01-25 15:00:00
257,open,2024-01-11 17:00:00
257,onboarding_done,2024-01-11 18:00:00
257,close,2024-02-06 16:00:00
258,open,2024-01-11 18:00:00
258,close,2024-01-21 17:00:00
259,open,2024-01-11 19:00:00
259,onboarding_done,2024-01-11 20:00:00
259,purchase,2024-01-13 18:00:00
259,close,2024-02-07 18:00:00
260,open,2024-01-11 20:00:00
260,onboarding_done,2024-01-11 21:00:00
260,close,2024-01-25 19:00:00
261,open,2024-01-11 21:00:00
261,close,2024-02-05 20:00:00
263,open,2024-01-11 23:00:00
263,close,2024-01-27 22:00:00
264,open,2024-01-12 00:00:00
264,onboarding_done,2024-01-12 01:00:00
264,close,2024-02-07 23:00:00
265,open,2024-01-12 01:00:00
265,onboarding_done,2024-01-12 02:00:00
265,close,2024-01-25 00:00:00
266,open,2024-01-12 02:00:00
266,onboarding_done,2024-01-12 03:00:00
266,purchase,2024-01-17 01:00:00
266,close,2024-01-27 01:00:00
267,open,2024-01-12 03:00:00
267,onboarding_done,2024-01-12 04:00:00
267,close,2024-01-13 02:00:00
268,open,2024-01-12 04:00:00
268,close,2024-01-15 03:00:00
269,open,2024-01-12 05:00:00
269,onboarding_done,2024-01-12 06:00:00
269,close,2024-02-01 04:00:00
270,open,2024-01-12 06:00:00
270,onboarding_done,2024-01-12 07:00:00
270,close,2024-02-03 05:00:00
271,open,2024-01-12 07:00:00
271,close,2024-02-10 06:00:00
272,open,2024-01-12 08:00:00
272,close,2024-02-08 07:00:00
273,open,2024-01-12 09:00:00
273,onboarding_done,2024-01-12 10:00:00
273,purchase,2024-01-24 08:00:00
273,close,2024-02-08 08:00:00
274,open,2024-01-12 10:00:00
274,onboarding_done,2024-01-12 11:00:00
274,purchase,2024-01-15 09:00:00
274,close,2024-01-24 09:00:00
275,open,2024-01-12 11:00:00
275,close,2024-01-24 10:00:00
277,open,2024-01-12 13:00:00
277,onboarding_done,2024-01-12 14:00:00
277,purchase,2024-01-18 12:00:00
277,close,2024-02-07 12:00:00
278,open,2024-01-12 14:00:00
278,onboarding_done,2024-01-12 15:00:00
278,close,2024-01-27 13:00:00
279,open,2024-01-12 15:00:00
279,onboarding_done,2024-01-12 16:00:00
279,close,2024-01-25 14:00:00
281,open,2024-01-12 17:00:00
281,onboarding_done,2024-01-12 18:00:00
281,close,2024-01-21 16:00:00
282,open,2024-01-12 18:00:00
282,onboarding_done,2024-01-12 19:00:00
282,close,2024-01-24 17:00:00
283,open,2024-01-12 19:00:00
283,onboarding_done,2024-01-12 20:00:00
283,close,2024-01-18 18:00:00
284,open,2024-01-12 20:00:00
284,close,2024-01-15 19:00:00
285,open,2024-01-12 21:00:00
285,close,2024-02-05 20:00:00
287,open,2024-01-12 23:00:00
287,onboarding_done,2024-01-13 00:00:00
287,close,2024-01-28 22:00:00
288,open,2024-01-13 00:00:00
288,close,2024-01-14 23:00:00
289,open,2024-01-13 01:00:00
289,close,2024-01-24 00:00:00
291,open,2024-01-13 03:00:00
291,close,2024-01-30 02:00:00
292,open,2024-01-13 04:00:00
292,onboarding_done,2024-01-13 05:00:00
292,close,2024-02-03 03:00:00
293,open,2024-01-13 05:00:00
293,onboarding_done,2024-01-13 06:00:00
293,close,2024-02-07 04:00:00
294,open,2024-01-13 06:00:00
